"V1","V2","V3"
1.37095844714667,-2.00092923773151,1.33491258537547
-0.564698171396089,0.33377719743357,-0.869271763875442
0.363128411337339,1.17132512735879,0.0554869546651026
0.63286260496104,2.0595392422993,0.0490669131919192
0.404268323140999,-1.37686159824052,-0.578355728360897
-0.106124516091484,-1.15085556562711,-0.998738655996004
1.51152199743894,-0.705821394760121,-0.00243278000660164
-0.0946590384130976,-1.05405578207719,0.655511882812969
2.01842371387704,-0.645743723142491,1.47684227897655
-0.062714099052421,-0.185377967676503,-1.90915278827921
1.30486965422349,-1.20122205073999,-0.702439473312409
2.28664539270111,2.03697216698315,-0.311430218011919
-1.38886070111234,0.107774744885547,-1.66315703066738
-0.278788766817371,-0.0841081005055806,-0.75053344179229
-0.133321336393658,0.495619641604594,-0.777351759181508
0.635950398070074,0.0374151861179653,-0.722569699859602
-0.284252921416072,-0.13208803695591,-2.18883459914707
-2.65645542090478,1.4767874235521,0.213418550286554
-2.44046692857552,-0.217030210092104,-0.631922936254832
1.32011334573019,-1.28360220409223,1.52049119383216
-0.306638594078475,0.385667890443402,0.795955949415082
-1.78130843398,-0.351512873529092,-1.4535295651328
-0.171917355759621,-0.521796093356269,0.0983954210058388
1.2146746991726,-1.06813120068717,-0.593770984233154
1.89519346126497,0.428365903266692,0.888281168634515
-0.4304691316062,-0.174018234426995,0.0530704154986665
-0.25726938276893,0.515667728648029,-0.557023625844656
-1.76316308519478,-0.234365277305921,0.43839703617272
0.460097354831271,-0.658503425821771,0.152608158642419
-0.639994875960119,1.25023660407872,-0.164617581749564
0.455450123241219,-0.271763715111397,2.01989062147597
0.704837337228819,0.947951995875196,-0.529385886317261
1.03510352196992,-1.20158243010894,-0.470786972984042
-0.608926375407211,-0.466116096375502,-1.54593692401752
0.50495512329797,-0.26935139515318,-0.0405267232951771
-1.71700867907334,-0.390965408130861,0.890356305470676
-0.784459008379496,1.34870701199171,-2.07138785092921
-0.850907594176518,-0.0227647012984126,-0.250065120073019
-2.41420764994663,0.24422585110345,-1.18165042665332
0.0361226068922556,-0.942371707863923,1.44193726501691
0.205998600200254,-0.729217276509574,1.35789553887886
-0.361057298548666,0.998068908554848,0.33450284734065
0.758163235699517,1.25848166459556,1.42933808040023
-0.726704827076575,1.2488636888101,-0.867317850878684
-1.36828104441929,-1.38063704952533,0.950651724971886
0.432818025888717,2.04996069363639,-0.585011508633235
-0.811393176186672,1.01687282979954,0.320957522525629
1.44410126172125,-0.0267174641382579,-0.299396016664908
-0.431446202613345,0.703607778798261,-0.278543083293069
0.655647883402207,-0.971385229151864,0.546115158329532
0.321925265203947,-1.09615624155886,-1.30382115364487
-0.783838940880375,0.0490504509375971,-0.25091446504246
1.57572751979198,-1.19849585655778,0.17100737371791
0.642899305717316,0.190018998559748,-0.403467478747509
0.0897606465996057,1.29770589960467,0.104659440835727
0.276550747291463,-1.03387372296475,-0.318880786734009
0.679288816055271,-0.738440754213064,1.61834393588343
0.0898328865790817,0.0465639394508634,0.714188601488617
-2.99309008315293,-1.01759611982611,2.96586536983324
0.284882953530659,-0.383283959886278,-0.795077604559211
-0.367234642740975,0.872755411671398,0.814365914679913
0.185230564865609,0.969545013970117,2.09803081013037
0.581823727365507,0.383846665027094,0.30098005515257
1.39973682729268,-1.85155566306746,-1.08307514183923
-0.727292059474465,-0.0539967368261657,-1.00632250180328
1.30254263204414,1.06477321433828,-0.035414564917612
0.335848119752074,0.813195037411605,1.30912436085341
1.03850609869762,-0.190816474104282,0.750400486646719
0.920728568290646,-2.6999298085637,-2.13836832761242
0.720878162866862,0.0609666388011166,-0.700354108866634
-1.04311893856785,0.573751697483578,-0.00905647529298544
-0.0901863866107067,0.0458035797250989,-1.45813348724477
0.623518161999544,0.157412540175875,0.694529646494869
-0.953523357772344,0.431565372868771,-2.46133547518649
-0.542828814573857,-0.396549736050212,0.143289764040456
