"V1","V2","V3","V4","V5","V6","V7","V8"
0.790519605656434,-0.336387875912216,-0.160112377701082,0.640743577887408,0.0661249211279894,-0.898589480004806,-1.01172477260547,0.78756452674065
-0.0282826092437806,0.589567616711067,1.00543962172536,1.45502672607564,0.303781161159561,1.68153848876775,0.528403186938529,1.6581682738947
0.871487218793668,0.226441693155567,2.57341975650194,-0.114311392420271,-0.852306261131887,-1.65847155673744,-0.171412737576864,-0.899998455429281
0.18680213950247,2.25702880346909,-2.57244897406267,1.76877563221839,-0.739584527345548,0.721024843059472,-0.515072737776956,-0.584326974763995
-1.02424530942654,-1.03498787557331,0.650284949362954,-1.60935117810572,0.457348652337078,-0.186196563508731,0.20750718556817,0.812386454235778
-0.727295707520115,-2.22825507927405,-2.04537128602623,0.0928970668353413,-0.194819175058018,0.824096360901155,1.01815770836721,-0.679549309939423
0.185079265124774,-0.155059866091801,1.47971848886228,0.303487535625489,0.706922141630396,0.165459240343344,0.0255355860439235,1.22989820261971
1.35599436381543,1.62480369578922,-2.12994878761068,-1.0113063437471,-0.0595445784500159,-0.871788097678253,-0.370824536552163,2.2109103130997
-0.0572601953164176,-1.01470308795902,-1.3288106436565,0.472810666032894,-0.60823445475582,0.334517171113368,-0.361058110520472,0.467173826423049
-1.23341138476545,0.695864240299825,0.300296842409019,0.66729263007728,0.127955475397846,0.816457202716551,1.30453285936219,0.0959107825790709
2.11624342137561,-1.1591624237082,-0.275647955545286,-0.881791363873874,1.30782002425487,-1.19252479968461,-0.789867685072951,1.09852502939067
-0.385163157619676,0.734217992182701,0.640071713757849,0.736246862382144,0.64805859705881,0.714008797293701,-0.369728900210124,-0.916839984367208
-0.0908616063051163,-0.111090673667208,-0.57112208267929,-0.290619689581261,1.50119029393916,-0.661107324455466,-0.0378188655119366,-0.421437988968939
0.330412169275921,-1.40225263975727,-1.52303815406929,-0.779325161505977,1.23286377194341,-1.48113779913306,-3.03099287533883,0.741563562024788
-0.41950234613343,-0.0159383563241576,0.674867479287086,-1.47746667893079,0.122166045037177,-0.755812700580684,0.792013835233903,-0.307617479902656
-0.470434496934315,-1.11167335693459,-1.34748703294736,-0.394928712150819,-0.468791593121656,-1.49468358719425,0.788947199673207,0.791859450423808
-1.48122383179694,0.73368393963181,-0.863877217180731,-1.82997398665208,-1.05434764388484,0.914403932584182,0.604223663366774,0.255155866321976
0.124270019840669,0.12771833711636,0.432716287774561,0.340785182087658,0.244348264291993,0.0113426034727836,-1.2894333590397,2.05825477505693
-0.0320532983514163,-0.202296945968515,0.980677846773297,0.183905937678087,0.297150617540941,-0.166647130152114,0.0904209624302862,0.202277337846692
0.254542149201369,0.00959063649854518,1.41718023852741,-1.59056296481335,-0.347734231469998,-0.440515903620873,-0.909716380960231,-0.390025667895695
1.0903601117252,0.817578649558938,0.383824047221005,0.192776974192531,-0.543738974805828,1.07589219117522,-0.371603543917704,0.106463880097511
-0.82246972713209,0.676190953832723,-0.177947420262678,-1.56225908358807,-0.450676958914888,0.130144007245123,-0.208343743482884,-0.806206158650523
0.00410960984814195,-1.27206390804223,0.822262978719829,0.736927232973379,0.423787062494523,-1.42314556028019,-0.728685268273916,-0.00125347289321542
-0.429548832013456,0.426113927302774,1.18028740695628,-1.52897793982057,-0.96064727885762,0.841518956730568,-2.76360940927777,0.539973949966086
0.0113961518449627,-0.814957677047498,-0.951366605134827,1.0002083304322,-1.60105493504843,0.164196278871083,0.921934101963064,-0.788326917481065
-0.61726563336445,-0.540770393342087,-1.63699320823915,0.474727636236149,-0.0840778421126394,-0.224101148642141,-0.0882470842494136,0.762210077493023
0.112862638973097,1.92202107683266,-1.12951189288731,1.49325056569614,-1.18392935614534,-0.0857632154429933,-2.03474620487032,1.54965143377858
-0.182176888872489,-0.662715594123959,0.835659878344182,0.451434324849877,-1.15904448871568,0.231687754979434,-0.377035418936845,1.10620494052165
2.00791199186964,0.650919993886916,1.11251618858324,-0.601535181351313,0.540705759208247,-0.836390147597961,0.739912144423461,-0.899952789368445
-0.0786466838272584,1.21981356918721,2.3383857328339,-0.774186633311076,-0.564366234512724,1.21610371731488,1.17228907293343,-1.05985268002872
-1.78628496279933,0.72403543320649,-1.69627153967065,0.520452682715035,0.292776164841182,1.0091662757849,0.00154144290451526,1.81595484771615
