"V1","V2","V3","V4","V5"
0.685199539436427,-0.674211993901336,0.0528804673605515,0.397745307093754,0.273674283859969
0.280937222979567,0.311801896293964,-1.23282000505822,1.40564918288265,-1.60773023767774
0.329867454466556,0.511217005140784,1.29287424946489,-1.58685655457486,-0.515375471355132
-0.708744019754446,-0.274925855761112,-1.26991199975528,0.764944582096037,0.402620194470087
0.178841569094937,-1.68944151092148,1.05422946473639,0.387064544601306,0.0349058525948242
-0.288755913373855,0.237658901035568,0.400637507620039,0.912454912214311,-0.239204873423409
1.26309485906356,0.684779029585921,-0.565968571152301,0.529232009071292,0.17488608897431
0.0862840073080476,1.0404307034768,0.627255547922953,-0.885580062337876,-1.12843558778582
0.509541241346371,-0.375685248928108,1.04742276063699,0.630793762354297,1.16816661311006
-0.827104244496567,1.84810262684349,0.796665918392621,0.565508051375311,0.56171524918931
0.535911308260414,-0.689757222526349,1.13626911920649,1.84913826841649,0.378648010690485
-0.811861883345788,1.33350608870153,0.233497064252349,-2.57187363308292,0.0569298934949072
1.50919993016115,-1.09940745222826,-1.32222780974054,0.153126945420271,-0.395961849010024
-0.948260269352974,-0.157218791376911,0.45293168129019,1.15108891035639,-0.754814341881382
-0.999483668845514,-0.995737451607536,0.498302686292607,0.282129479706581,0.335852345287649
0.654437320921713,0.113362112114024,2.00914684965432,0.0289054603716885,-0.245560026164146
-1.50321804086063,-1.3607977605856,-1.95897834390612,-0.296517252485238,1.75891204713499
-0.340961799231027,0.437236401542983,-2.59895822681739,0.201707437052961,1.91145286965016
0.627539121764933,-1.66422608788894,-0.587460657054444,1.59868941257097,0.669393787136305
0.04789211407546,-0.723993291374679,-0.637295041855683,0.564440867668981,1.14282676563477
0.443187501116264,0.748233930958355,-0.199959672387906,0.705110481136273,0.377615884853405
0.660991599656772,0.371189959168978,-1.1136559979677,0.855591667138523,-1.10249060095096
0.663121189664347,-0.434423974816435,0.345846954224823,0.0916841507941315,-0.770997210860821
0.56520908517222,-1.06128789373834,0.975842025966079,0.561221833419612,-1.69761725500683
2.53991603117804,-0.70522949633091,0.139694103379989,1.24524115676883,-0.184613987211785
0.710178796259747,0.749182199067059,1.16840910230324,-1.01229327396366,-1.18584632594405
-0.264206688584488,0.70127858934485,0.0390116063260747,-0.58844626803174,0.844387961558677
1.31853016654434,-0.271035241097408,0.759456847670432,-1.6025596546496,0.811766510821603
-0.245786039858931,-1.28346755455793,1.04819123780213,-0.359786160198138,0.0477926620853434
-1.10491228194994,-1.1115113240091,-0.0262499475302352,-3.13819292769093,-2.26101919951266
-0.115699524842416,-0.139747552752831,-0.961952857718736,0.896341519585752,0.0157707539353091
-0.637802388814307,0.243164589197592,0.781472488081119,1.36425607371843,0.590507679569273
-0.311081471111042,0.561779400432246,0.512371993275987,-0.386765770148245,1.5214246862372
0.362091300146585,0.592295883754075,-0.487864623470354,-0.261786281694521,1.68623510473887
1.14736561172788,1.30108119840623,0.903716708135701,0.179629412042303,0.606132485574307
0.949665042907854,0.725938178082679,-0.131161863174723,0.11339219406587,0.501188660985931
-0.353555319017067,-1.42114515267128,0.212978304516492,-1.34624828374738,-0.757506691889628
-0.803969516668119,-0.18549424686405,-1.19938244147968,0.280412805055042,-0.315893829048395
-0.37231405157361,-0.948219657328198,2.70310221918094,0.341423188228827,0.924932274083676
-0.604983027552163,-0.800477177806876,-0.0361172487453904,0.462866249596808,2.20892888155953
0.122343846454138,-1.62214278022266,0.404680496892742,1.09689683195951,-1.03912886728742
-0.0250887411600541,0.260183181541192,-0.328340655792336,-0.569687808037159,0.429718152339438
-0.753591974807746,-0.799940405430169,-0.839749541432804,1.0316358600442,-0.168339593867332
-2.29687475829054,0.697699149463015,-0.0663719000594567,1.27553533527275,0.389236581956802
0.152643474674304,0.3592895761582,0.334756399499474,-1.62600354445943,1.28710584488196
-0.224457388486551,-1.04499507846335,-0.954850876985641,-0.815286960788977,-0.777393237843025
-1.48577429366417,0.784027480449335,1.81180070596601,-0.660458603205919,-0.104064796353584
-1.78805779815169,-0.6775567045439,1.93214236492243,1.49287648808915,-0.955124972891947
-0.240967259753522,0.34515420915826,-1.05024337126582,0.928022308828233,0.712849113331456
1.48072011142672,0.142989661204135,0.999728501277642,0.173080918467291,1.44993057102521
1.4220381513176,-1.40648312853415,0.49486755541867,-0.265208455152155,0.0872331704614259
-0.715321102918591,-0.545544081497124,2.11604517652034,-1.14132188197136,-0.0347221349409831
-0.360751531741319,-0.71133659461229,-1.06425627242264,-0.942965663941185,0.335163911975072
0.352220017449576,-0.680885152716071,-0.523960101518878,-1.98940718089568,1.64237596736745
1.06394096898937,1.13000117801605,-0.574888624998518,0.770455131469384,0.909145139871954
0.122369069517598,-1.6126545814632,0.22187474897836,-2.13795793654318,-0.334641588662615
0.946281869624447,0.312782547683158,0.334284767466679,-0.798653556617337,-0.600169786430058
-0.128148375249308,0.598922807870082,0.85326810421764,-1.70599145449103,-0.739733312322618
-0.0962688793721834,-2.37389380832638,1.12519747476504,-0.585231378640211,1.03259693717643
0.567127181198667,0.776063391662379,-0.768929757434158,1.56528965632951,0.167230937856211
-0.274749289696866,0.493727520969281,1.34581970879456,-0.236582742016871,0.743451173091968
