"V1","V2"
-0.275606242479882,0.20764235001769
0.248917667304986,0.0476111814740278
0.497689087883998,0.163735002547099
1.48850769950121,-0.420188422752044
1.52021744709167,-0.538011425752882
0.540223673055034,-1.06105899114724
-0.645894424903506,-0.0366225324806047
2.38798618203708,-0.386354305058048
0.517969841491708,1.73932378205706
-0.925520259677104,-1.31062631264446
-0.739370751752644,-0.937929363209969
1.17232628363552,0.0361612742685853
-3.62294142890911,0.678060062836384
-0.15284256976911,0.938239162123081
-1.2191792672184,-1.81923151684556
0.498875873618899,-0.160987711112455
-0.463596533402411,0.178653931070221
-0.540189167412477,0.194313685202849
-0.170764864053825,0.927818116393404
0.455781550437031,0.00915254173890739
1.61506170680226,0.189295632225597
-1.8060722858779,-0.376316059270026
-0.204724512869313,0.349688837328356
1.05960922628029,-0.758440970996109
0.939089117686177,-0.800682305548421
-1.8970659755639,1.42999754858846
0.850263121397265,-1.48093955473019
-0.0530701864546919,1.73231424291316
-0.165724526054046,0.416676209942508
-0.189335569827699,-0.777188699444738
-0.198311358109354,2.05109942285653
-3.08151706980227,-0.166840731493571
-0.0892052337363235,0.0426658232158355
2.08351552501306,-0.748182626939002
-0.204240471784537,1.92453108305053
-1.82445142381712,-0.527829082701009
0.33010725495222,-0.76830409862621
0.421358120981532,0.115964580336513
1.45050796875619,-0.335792629184288
-1.59077556433547,0.895487759399823
-0.611159070960187,-0.723083192001244
-0.413888602907339,0.0931051742899058
0.461669275611188,-0.488835663908453
-0.987126889001773,1.60406650942487
-0.34743908057486,-0.129649850492293
-0.257656103927737,0.702585861321016
-0.73290829058005,-0.855104450005415
0.546826249586663,0.209488817672079
0.019545611463597,-0.227008584908719
0.598572502683554,-1.11168696084359
-1.47578279500964,2.05337455314908
-1.18608663644259,-0.431211259516636
-1.11923346606541,2.14900401172345
-0.842727588268439,0.315347310814108
0.969800285228448,-0.176696915776243
-0.488327081853758,-0.741234091012151
0.635029364736182,1.2302277043815
-0.988307099234512,0.71376616393595
0.743908068612069,-2.43665223121751
-1.5166162380557,-1.7483750970636
-0.0925199646185519,1.26260857968206
-1.42317627519142,0.693125710630744
1.81056276872538,0.0488417784499768
1.73091241436609,-2.02429028381178
1.26883198166095,-0.852587857961242
-0.370318431630036,1.23629557174487
0.859890949715997,-0.618882679916367
-2.3830482089673,-0.721797045928387
-0.0758514036476192,-0.328659269227677
-0.878972070957858,0.281235695094136
-0.668196786820187,-1.18747861606358
1.8351145025056,-1.35547838947141
-1.02952714988559,-1.80836515824833
-2.4800581331822,-0.232444738779461
1.21350338041274,-0.464784170098043
-1.13100421658661,-0.0945869026981782
-0.0147037980729853,-1.68701773266124
0.957037918459132,0.0359020499628279
-0.0377661028802614,-0.322169451961308
-0.374361762230011,0.633533228470598
-0.892731116540258,-0.127915459308712
-1.25513472652049,0.861586686255706
0.729354473525417,0.932406852024014
-0.26368766284125,-0.181883671054878
-1.92601755983638,-0.93427590747022
1.02276435307682,-0.645484599691968
-0.447763793103338,0.642000969824088
0.124763854791973,-0.457877190950178
-1.28446140128974,0.840625188050668
0.772661275536667,-0.7683391721873
-2.27192238752856,0.0788891258680773
1.36764011165469,-1.54070039924052
1.36706888274334,0.769078447568344
0.436234956305839,2.12580133969524
1.93455545325431,-0.981807861705306
1.05508522402619,-1.20656903919956
-0.664883782641998,-1.35603473983
0.62974012234441,0.806877271860142
-0.151670371566957,1.04260758584266
-0.520796870421289,-1.24870987369209
-1.40015639449439,-1.00178327085163
-0.856985141313864,-0.448754419113203
1.79406420276878,-0.228396274995054
-1.4745743317185,0.5606832165384
-0.952493779257627,1.26217272774861
0.822925595097773,0.290558113373172
0.249325978662629,0.0821514767432651
1.12029276825256,-0.514580044418115
1.08103776151296,0.594956844562149
-3.13449842988791,0.433708508738175
0.339284179572165,-0.223275854397209
-0.366651071526684,0.529766826854826
-2.03013053102476,0.54170010874086
-0.139108503256693,-0.895729884326048
1.02183365884462,-1.2156417262129
-1.30516523997087,1.0332707955309
-1.90380563952878,0.472626160483034
0.261757859087213,0.268279028647814
0.192110057089704,-0.97487688373225
-0.588211236728886,0.446374977638886
-2.45257509645026,0.939213179709312
1.23338269361412,1.01726702668277
-1.04735864331971,0.15803464222643
-1.12569055689002,-1.18372391080158
-1.55120000669619,-0.179325773633161
-1.08675263283009,0.928561719347643
0.187274331986584,-0.525916440426145
0.648446764331799,-1.47996440509278
0.376740083643906,1.06785036077226
-0.414246344683958,-3.21390831335756
0.882705912529579,-0.0222996613354437
-0.114737042135079,1.99868452531477
-1.08772935363896,0.56844046787189
1.19261052923714,0.00720292957673943
-0.956108642232728,0.880064666700119
0.743219330374132,0.447420062425818
1.1002434889989,0.459157797785963
-0.505570014799844,-0.802665430169749
0.751467610367295,-0.823292171376633
-1.10481135069106,-1.08979711393574
-0.626440286893044,-0.909809255870114
0.78558231982393,-1.52152064997239
-1.60791535019185,-0.982425301122204
-1.0759445973994,-0.0140650947358988
1.22754799922583,0.14326658347803
-0.460571792118662,-2.14366763493566
0.871896569628056,-1.02066515827628
